1.488	1028908			
1.488	1028925			
1.488	1028941			
1.488	1028958			
1.553	1028975			
1.488	1028991			
1.488	1029008			
1.553	1029025			
1.488	1029041			
1.488	1029058			
1.488	1029074			
1.488	1029091			
1.488	1029108			
1.488	1029124			
1.488	1029141			
1.488	1029158			
1.553	1029174			
1.488	1029191			
1.553	1029208			
1.488	1029224			
1.553	1029241			
1.488	1029257			
1.488	1029274			
1.424	1029291			
1.553	1029307			
1.488	1029324			
1.488	1029341			
1.488	1029357			
1.553	1029374			
1.488	1029391			
1.488	1029407			
1.488	1029424			
1.553	1029441			
1.488	1029457			
1.488	1029474			
1.553	1029490			
1.488	1029507			
1.488	1029524			
1.488	1029540			
1.488	1029557			
1.488	1029574			
1.488	1029590			
1.488	1029607			
1.488	1029624			
1.488	1029640			
1.553	1029657			
1.553	1029673			
1.488	1029690			
1.488	1029707			
1.424	1029723			
1.488	1029740			
1.488	1029757			
1.424	1029773			
1.488	1029790			
1.488	1029807			
1.488	1029823			
1.488	1029840			
1.488	1029857			
1.488	1029873			
1.488	1029890			
1.553	1029906			
1.488	1029923			
1.488	1029940			
1.488	1029956			
1.488	1029973			
1.488	1029990			
1.424	1030006			
1.488	1030023			
1.488	1030040			
1.488	1030056			
1.488	1030073			
1.488	1030089			
1.488	1030106			
1.488	1030123			
1.553	1030139			
1.488	1030156			
1.488	1030173			
1.553	1030189			
1.488	1030206			
1.488	1030223			
1.488	1030239			
1.488	1030256			
1.553	1030273			
1.488	1030289			
1.424	1030306			
1.618	1030322			
1.553	1030339			
1.488	1030356			
1.488	1030372			
1.488	1030389			
1.488	1030406			
1.424	1030422			
1.488	1030439			
1.488	1030456			
1.488	1030472			
1.553	1030489			
1.488	1030505			
1.553	1030522			
1.424	1030539			
1.488	1030555			
1.488	1030572			
1.488	1030589			
1.488	1030605			
1.488	1030622			
1.488	1030639			
1.488	1030655			
1.553	1030672			
1.488	1030689			
1.488	1030705			
1.424	1030722			
1.488	1030738			
1.488	1030755			
1.488	1030772			
1.488	1030788			
1.553	1030805			
1.553	1030822			
1.488	1030838			
1.488	1030855			
1.488	1030872			
1.488	1030888			
1.488	1030905			
1.488	1030921			
1.424	1030938			
1.488	1030955			
1.488	1030971			
1.488	1030988			
1.488	1031005			
1.488	1031021			
1.553	1031038			
1.553	1031055			
1.488	1031071			
1.488	1031088			
1.488	1031105			
1.488	1031121			
1.488	1031138			
1.488	1031154			
1.488	1031171			
1.488	1031188			
1.488	1031204			
1.488	1031221			
1.618	1031238			
1.553	1031254			
1.488	1031271			
1.553	1031288			
1.424	1031304			
1.488	1031321			
1.488	1031337			
1.488	1031354			
1.488	1031371			
1.488	1031387			
1.553	1031404			
1.488	1031421			
1.488	1031437			
1.488	1031454			
1.488	1031471			
1.488	1031487			
1.488	1031504			
1.488	1031521			
1.488	1031537			
1.488	1031554			
1.488	1031570			
1.488	1031587			
1.488	1031604			
1.488	1031620			
1.488	1031637			
1.488	1031654			
1.488	1031670			
1.488	1031687			
1.488	1031704			
1.553	1031720			
1.424	1031737			
1.488	1031753			
1.488	1031770			
1.488	1031787			
1.488	1031803			
1.553	1031820			
1.488	1031837			
1.424	1031853			
1.488	1031870			
1.553	1031887			
1.488	1031903			
1.488	1031920			
1.488	1031937			
1.488	1031953			
1.488	1031970			
1.488	1031986			
1.488	1032003			
1.488	1032020			
1.488	1032036			
1.488	1032053			
1.488	1032070			
1.488	1032086			
1.488	1032103			
1.488	1032120			
1.488	1032136			
1.488	1032153			
1.488	1032169			
1.424	1032186			
1.488	1032203			
1.488	1032219			
1.424	1032236			
1.488	1032253			
1.488	1032269			
1.488	1032286			
1.488	1032303			
1.488	1032319			
1.488	1032336			
1.488	1032353			
1.488	1032369			
1.488	1032386			
1.488	1032402			
1.488	1032419			
1.488	1032436			
1.488	1032452			
1.553	1032469			
1.488	1032486			
1.488	1032502			
1.488	1032519			
1.488	1032536			
1.488	1032552			
1.488	1032569			
1.488	1032585			
1.488	1032602			
1.488	1032619			
1.488	1032635			
1.488	1032652			
1.488	1032669			
1.488	1032685			
1.488	1032702			
1.488	1032719			
1.488	1032735			
1.488	1032752			
1.553	1032769			
1.488	1032785			
1.424	1032802			
1.488	1032818			
1.488	1032835			
1.488	1032852			
1.488	1032868			
1.488	1032885			
1.488	1032902			
1.488	1032918			
1.488	1032935			
1.488	1032952			
1.488	1032968			
1.488	1032985			
1.488	1033001			
1.488	1033018			
1.488	1033035			
1.488	1033051			
1.488	1033068			
1.488	1033085			
1.488	1033101			
1.488	1033118			
1.488	1033135			
1.488	1033151			
1.553	1033168			
1.488	1033185			
1.488	1033201			
1.488	1033218			
1.488	1033234			
1.488	1033251			
1.488	1033268			
1.488	1033284			
1.488	1033301			
1.488	1033318			
1.488	1033334			
1.488	1033351			
1.488	1033368			
1.424	1033384			
1.488	1033401			
1.488	1033417			
1.553	1033434			
1.488	1033451			
1.488	1033467			
1.488	1033484			
1.553	1033501			
1.488	1033517			
1.488	1033534			
1.488	1033551			
1.488	1033567			
1.488	1033584			
1.488	1033601			
1.488	1033617			
1.424	1033634			
1.424	1033650			
1.488	1033667			
1.488	1033684			
1.488	1033700			
1.488	1033717			
1.488	1033734			
1.488	1033750			
1.488	1033767			
1.488	1033784			
1.488	1033800			
1.424	1033817			
1.488	1033833			
1.488	1033850			
1.424	1033867			
1.424	1033883			
1.553	1033900			
1.488	1033917			
1.553	1033933			
1.488	1033950			
1.488	1033967			
1.488	1033983			
1.424	1034000			
1.488	1034017			
1.488	1034033			
1.488	1034050			
1.488	1034066			
1.553	1034083			
1.488	1034100			
1.553	1034116			
1.682	1034133			
1.488	1034150			
1.488	1034166			
1.488	1034183			
1.488	1034200			
1.488	1034216			
1.553	1034233			
1.488	1034249			
1.488	1034266			
1.488	1034283			
1.488	1034299			
1.488	1034316			
1.424	1034333			
1.488	1034349			
1.488	1034366			
1.488	1034383			
1.488	1034399			
1.488	1034416			
1.424	1034433			
1.488	1034449			
1.488	1034466			
1.488	1034482			
1.488	1034499			
1.488	1034516			
1.488	1034532			
1.488	1034549			
1.488	1034566			
1.488	1034582			
1.488	1034599			
1.488	1034616			
1.424	1034632			
1.488	1034649			
1.488	1034665			
1.488	1034682			
1.488	1034699			
1.424	1034715			
1.488	1034732			
1.488	1034749			
1.488	1034765			
1.488	1034782			
1.488	1034799			
1.488	1034815			
1.488	1034832			
1.488	1034849			
1.553	1034865			
1.553	1034882			
1.488	1034898			
1.488	1034915			
1.488	1034932			
1.488	1034948			
1.488	1034965			
1.488	1034982			
1.488	1034998			
1.424	1035015			
1.488	1035032			
1.488	1035048			
1.488	1035065			
1.488	1035081			
1.488	1035098			
1.488	1035115			
1.424	1035131			
1.488	1035148			
1.488	1035165			
1.488	1035181			
1.682	1035198			
1.488	1035215			
1.488	1035231			
1.488	1035248			
1.488	1035265			
1.424	1035281			
1.488	1035298			
1.488	1035314			
1.488	1035331			
1.488	1035348			
1.488	1035364			
1.488	1035381			
1.424	1035398			
1.488	1035414			
1.424	1035431			
1.488	1035448			
1.488	1035464			
1.488	1035481			
1.488	1035497			
1.424	1035514			
1.488	1035531			
1.488	1035547			
1.488	1035564			
1.488	1035581			
1.488	1035597			
1.488	1035614			
1.488	1035631			
1.488	1035647			
1.488	1035664			
1.488	1035681			
1.488	1035697			
1.488	1035714			
1.488	1035730			
1.488	1035747			
1.488	1035764			
1.488	1035780			
1.488	1035797			
1.488	1035814			
1.488	1035830			
1.488	1035847			
1.488	1035864			
1.553	1035880			
1.488	1035897			
1.488	1035913			
1.488	1035930			
1.488	1035947			
1.488	1035963			
1.488	1035980			
1.488	1035997			
1.424	1036013			
1.553	1036030			
1.488	1036047			
1.488	1036063			
1.424	1036080			
1.488	1036097			
1.488	1036113			
1.424	1036130			
1.488	1036146			
1.424	1036163			
1.488	1036180			
1.488	1036196			
1.488	1036213			
1.488	1036230			
1.424	1036246			
1.488	1036263			
1.488	1036280			
1.488	1036296			
1.488	1036313			
1.488	1036329			
1.488	1036346			
1.488	1036363			
1.488	1036379			
1.488	1036396			
1.488	1036413			
1.488	1036429			
1.488	1036446			
1.424	1036463			
1.294	1036479			
1.488	1036496			
1.488	1036513			
1.488	1036529			
1.488	1036546			
1.488	1036562			
1.488	1036579			
1.488	1036596			
1.488	1036612			
1.488	1036629			
1.488	1036646			
1.488	1036662			
1.424	1036679			
1.488	1036696			
1.424	1036712			
1.488	1036729			
1.488	1036745			
1.488	1036762			
1.488	1036779			
1.488	1036795			
1.424	1036812			
1.488	1036829			
1.424	1036845			
1.488	1036862			
1.488	1036879			
1.424	1036895			
1.424	1036912			
1.488	1036929			
1.488	1036945			
1.488	1036962			
1.488	1036978			
1.488	1036995			
1.488	1037012			
1.424	1037028			
1.488	1037045			
1.488	1037062			
1.424	1037078			
1.488	1037095			
1.488	1037112			
1.618	1037128			
1.488	1037145			
1.488	1037161			
1.488	1037178			
1.488	1037195			
1.488	1037211			
1.424	1037228			
1.488	1037245			
1.488	1037261			
1.488	1037278			
1.488	1037295			
1.488	1037311			
1.488	1037328			
1.488	1037345			
1.488	1037361			
1.359	1037378			
1.488	1037394			
1.488	1037411			
1.488	1037428			
1.488	1037444			
1.488	1037461			
1.488	1037478			
1.488	1037494			
1.488	1037511			
1.488	1037528			
1.488	1037544			
1.424	1037561			
1.488	1037577			
1.488	1037594			
1.488	1037611			
1.488	1037627			
1.424	1037644			
1.488	1037661			
1.488	1037677			
1.488	1037694			
1.553	1037711			
1.424	1037727			
1.488	1037744			
1.488	1037761			
1.488	1037777			
1.424	1037794			
1.424	1037810			
1.488	1037827			
1.488	1037844			
1.488	1037860			
1.488	1037877			
1.488	1037894			
1.488	1037910			
1.488	1037927			
1.424	1037944			
1.488	1037960			
1.424	1037977			
1.488	1037993			
1.618	1038010			
1.488	1038027			
1.424	1038043			
1.424	1038060			
1.553	1038077			
1.488	1038093			
1.488	1038110			
1.424	1038127			
1.488	1038143			
1.488	1038160			
1.424	1038177			
1.424	1038193			
1.553	1038210			
1.424	1038226			
1.424	1038243			
1.488	1038260			
1.488	1038276			
1.488	1038293			
1.488	1038310			
1.488	1038326			
1.488	1038343			
1.488	1038360			
1.424	1038376			
1.488	1038393			
1.488	1038409			
1.488	1038426			
1.488	1038443			
1.488	1038459			
1.488	1038476			
1.488	1038493			
1.488	1038509			
1.488	1038526			
1.424	1038543			
1.424	1038559			
1.553	1038576			
1.553	1038593			
1.488	1038609			
1.488	1038626			
1.424	1038642			
1.488	1038659			
1.488	1038676			
1.488	1038692			
1.424	1038709			
1.424	1038726			
1.424	1038742			
1.424	1038759			
1.488	1038776			
1.553	1038792			
1.488	1038809			
1.488	1038825			
1.424	1038842			
1.424	1038859			
1.488	1038875			
1.424	1038892			
1.488	1038909			
1.359	1038925			
1.424	1038942			
1.488	1038959			
1.488	1038975			
1.488	1038992			
1.424	1039009			
1.488	1039025			
1.424	1039042			
1.424	1039058			
1.488	1039075			
1.488	1039092			
1.488	1039108			
1.424	1039125			
1.424	1039142			
1.488	1039158			
1.488	1039175			
1.359	1039192			
1.424	1039208			
1.424	1039225			
1.488	1039241			
1.488	1039258			
1.424	1039275			
1.488	1039291			
1.424	1039308			
1.488	1039325			
1.488	1039341			
1.424	1039358			
1.488	1039375			
1.488	1039391			
1.488	1039408			
1.424	1039425			
1.488	1039441			
1.424	1039458			
1.424	1039474			
1.488	1039491			
1.424	1039508			
1.488	1039524			
1.488	1039541			
1.488	1039558			
1.488	1039574			
1.424	1039591			
1.424	1039608			
1.424	1039624			
1.488	1039641			
1.424	1039657			
1.424	1039674			
1.424	1039691			
1.424	1039707			
1.488	1039724			
1.488	1039741			
1.424	1039757			
1.488	1039774			
1.488	1039791			
1.488	1039807			
1.424	1039824			
1.424	1039841			
1.488	1039857			
1.488	1039874			
1.424	1039890			
1.424	1039907			
1.424	1039924			
1.488	1039940			
1.488	1039957			
1.488	1039974			
1.488	1039990			
1.488	1040007			
1.424	1040024			
1.488	1040040			
1.488	1040057			
1.424	1040073			
1.488	1040090			
1.488	1040107			
1.488	1040123			
1.424	1040140			
1.488	1040157			
1.488	1040173			
1.488	1040190			
1.488	1040207			
1.488	1040223			
1.488	1040240			
1.424	1040257			
1.488	1040273			
1.424	1040290			
1.424	1040306			
1.424	1040323			
1.488	1040340			
1.488	1040356			
1.488	1040373			
1.424	1040390			
1.488	1040406			
1.424	1040423			
1.424	1040440			
1.488	1040456			
1.488	1040473			
1.424	1040489			
1.488	1040506			
1.424	1040523			
1.424	1040539			
1.488	1040556			
1.488	1040573			
1.488	1040589			
1.553	1040606			
1.424	1040623			
1.488	1040639			
1.488	1040656			
1.424	1040673			
1.488	1040689			
1.488	1040706			
1.424	1040722			
1.424	1040739			
1.424	1040756			
1.488	1040772			
1.488	1040789			
1.488	1040806			
1.488	1040822			
1.488	1040839			
1.424	1040856			
1.424	1040872			
1.488	1040889			
1.424	1040905			
1.488	1040922			
1.488	1040939			
1.424	1040955			
1.488	1040972			
1.424	1040989			
1.488	1041005			
1.424	1041022			
1.488	1041039			
1.424	1041055			
1.488	1041072			
1.424	1041089			
1.424	1041105			
1.488	1041122			
1.488	1041138			
1.488	1041155			
1.424	1041172			
1.488	1041188			
1.424	1041205			
1.424	1041222			
1.488	1041238			
1.488	1041255			
1.488	1041272			
1.424	1041288			
1.424	1041305			
1.488	1041321			
1.488	1041338			
1.488	1041355			
1.424	1041371			
1.488	1041388			
1.488	1041405			
1.488	1041421			
1.424	1041438			
1.488	1041455			
1.488	1041471			
1.424	1041488			
1.424	1041505			
1.424	1041521			
1.424	1041538			
1.424	1041554			
1.424	1041571			
1.424	1041588			
1.488	1041604			
1.488	1041621			
1.424	1041638			
1.488	1041654			
1.424	1041671			
1.424	1041688			
1.424	1041704			
1.424	1041721			
1.424	1041737			
1.488	1041754			
1.488	1041771			
1.424	1041787			
1.488	1041804			
1.424	1041821			
1.488	1041837			
1.424	1041854			
1.488	1041871			
1.488	1041887			
1.553	1041904			
1.424	1041921			
1.424	1041937			
1.488	1041954			
1.424	1041970			
1.488	1041987			
1.488	1042004			
1.488	1042020			
1.488	1042037			
1.488	1042054			
1.488	1042070			
1.424	1042087			
1.424	1042104			
1.488	1042120			
1.488	1042137			
1.424	1042153			
1.488	1042170			
1.424	1042187			
1.424	1042203			
1.424	1042220			
1.424	1042237			
1.488	1042253			
1.424	1042270			
1.488	1042287			
1.424	1042303			
1.488	1042320			
1.424	1042337			
1.488	1042353			
1.488	1042370			
1.488	1042386			
1.424	1042403			
1.488	1042420			
1.488	1042436			
1.424	1042453			
1.488	1042470			
1.424	1042486			
1.488	1042503			
1.424	1042520			
1.424	1042536			
1.424	1042553			
1.424	1042569			
1.424	1042586			
1.424	1042603			
1.488	1042619			
1.488	1042636			
1.488	1042653			
1.424	1042669			
1.488	1042686			
1.424	1042703			
1.488	1042719			
1.424	1042736			
1.488	1042753			
1.488	1042769			
1.488	1042786			
1.488	1042802			
1.424	1042819			
1.488	1042836			
1.488	1042852			
1.618	1042869			
1.488	1042886			
1.424	1042902			
1.424	1042919			
1.424	1042936			
1.488	1042952			
1.488	1042969			
1.424	1042985			
1.553	1043002			
1.424	1043019			
1.424	1043035			
1.424	1043052			
1.488	1043069			
1.488	1043085			
1.488	1043102			
1.424	1043119			
1.424	1043135			
1.424	1043152			
1.424	1043169			
1.488	1043185			
1.488	1043202			
1.488	1043218			
1.424	1043235			
1.424	1043252			
1.488	1043268			
1.488	1043285			
1.488	1043302			
1.424	1043318			
1.488	1043335			
1.359	1043352			
1.424	1043368			
1.488	1043385			
1.488	1043401			
1.424	1043418			
1.488	1043435			
1.488	1043451			
1.424	1043468			
1.424	1043485			
1.488	1043501			
1.488	1043518			
1.424	1043535			
1.488	1043551			
1.424	1043568			
1.488	1043585			
1.359	1043601			
1.424	1043618			
1.488	1043634			
1.424	1043651			
1.488	1043668			
1.424	1043684			
1.424	1043701			
1.424	1043718			
1.488	1043734			
1.424	1043751			
1.488	1043768			
1.424	1043784			
1.488	1043801			
1.424	1043817			
1.424	1043834			
1.488	1043851			
1.424	1043867			
1.488	1043884			
1.424	1043901			
1.424	1043917			
1.229	1043934			
1.424	1043951			
1.488	1043967			
1.424	1043984			
1.424	1044001			
1.424	1044017			
1.424	1044034			
1.424	1044050			
1.424	1044067			
1.424	1044084			
1.424	1044100			
1.488	1044117			
1.488	1044134			
1.424	1044150			
1.488	1044167			
1.424	1044184			
1.424	1044200			
1.424	1044217			
1.488	1044233			
1.488	1044250			
1.488	1044267			
1.424	1044283			
1.424	1044300			
1.424	1044317			
1.488	1044333			
1.424	1044350			
1.488	1044367			
1.488	1044383			
1.488	1044400			
1.424	1044417			
1.424	1044433			
1.424	1044450			
1.424	1044466			
1.488	1044483			
1.424	1044500			
1.488	1044516			
1.424	1044533			
1.424	1044550			
1.424	1044566			
1.424	1044583			
1.424	1044600			
1.424	1044616			
1.424	1044633			
1.424	1044649			
1.424	1044666			
1.488	1044683			
1.424	1044699			
1.424	1044716			
1.553	1044733			
1.424	1044749			
1.424	1044766			
1.424	1044783			
1.488	1044799			
1.424	1044816			
1.424	1044833			
1.488	1044849			
1.424	1044866			
1.488	1044882			
1.424	1044899			
1.488	1044916			
1.424	1044932			
1.553	1044949			
1.424	1044966			
1.424	1044982			
1.488	1044999			
1.424	1045016			
1.488	1045032			
1.424	1045049			
1.424	1045065			
1.424	1045082			
1.424	1045099			
1.488	1045115			
1.488	1045132			
1.618	1045149			
1.424	1045165			
1.424	1045182			
1.488	1045199			
1.488	1045215			
1.488	1045232			
1.424	1045249			
1.424	1045265			
1.424	1045282			
1.488	1045298			
1.424	1045315			
1.424	1045332			
1.424	1045348			
1.424	1045365			
1.424	1045382			
1.424	1045398			
1.424	1045415			
1.424	1045432			
1.488	1045448			
1.488	1045465			
1.424	1045481			
1.359	1045498			
1.424	1045515			
1.424	1045531			
1.424	1045548			
1.488	1045565			
1.424	1045581			
1.424	1045598			
1.553	1045615			
1.424	1045631			
1.424	1045648			
1.488	1045665			
1.424	1045681			
1.553	1045698			
1.424	1045714			
1.488	1045731			
1.424	1045748			
1.424	1045764			
1.424	1045781			
1.488	1045798			
1.488	1045814			
1.424	1045831			
1.488	1045848			
1.424	1045864			
1.424	1045881			
1.424	1045897			
1.553	1045914			
1.424	1045931			
1.488	1045947			
1.424	1045964			
1.424	1045981			
1.424	1045997			
1.424	1046014			
1.424	1046031			
1.424	1046047			
1.424	1046064			
1.488	1046081			
1.424	1046097			
1.424	1046114			
1.424	1046130			
1.424	1046147			
1.488	1046164			
1.424	1046180			
1.424	1046197			
1.424	1046214			
1.424	1046230			
1.424	1046247			
1.424	1046264			
1.424	1046280			
1.424	1046297			
1.424	1046313			
1.424	1046330			
1.424	1046347			
1.424	1046363			
1.488	1046380			
1.424	1046397			
1.424	1046413			
1.424	1046430			
1.424	1046447			
1.424	1046463			
1.424	1046480			
1.424	1046497			
1.424	1046513			
1.424	1046530			
1.488	1046546			
1.424	1046563			
1.424	1046580			
1.488	1046596			
1.488	1046613			
1.424	1046630			
1.424	1046646			
1.488	1046663			
1.424	1046680			
1.424	1046696			
1.424	1046713			
1.424	1046729			
1.424	1046746			
1.424	1046763			
1.488	1046779			
1.424	1046796			
1.424	1046813			
1.424	1046829			
1.424	1046846			
1.424	1046863			
1.488	1046879			
1.424	1046896			
1.488	1046913			
1.424	1046929			
1.424	1046946			
1.424	1046962			
1.424	1046979			
1.424	1046996			
1.424	1047012			
1.424	1047029			
1.424	1047046			
1.488	1047062			
1.424	1047079			
1.424	1047096			
1.488	1047112			
1.359	1047129			
1.488	1047145			
1.424	1047162			
1.424	1047179			
1.424	1047195			
1.488	1047212			
1.424	1047229			
1.424	1047245			
1.424	1047262			
1.424	1047279			
1.488	1047295			
1.424	1047312			
1.424	1047329			
1.424	1047345			
1.424	1047362			
1.424	1047378			
1.424	1047395			
1.424	1047412			
1.424	1047428			
1.424	1047445			
1.424	1047462			
1.424	1047478			
1.424	1047495			
1.424	1047512			
1.424	1047528			
1.424	1047545			
1.424	1047561			
1.424	1047578			
1.424	1047595			
1.424	1047611			
1.424	1047628			
1.424	1047645			
1.488	1047661			
1.488	1047678			
1.424	1047695			
1.424	1047711			
1.424	1047728			
1.424	1047745			
1.488	1047761			
1.424	1047778			
1.424	1047794			
1.424	1047811			
1.488	1047828			
1.488	1047844			
1.424	1047861			
1.424	1047878			
1.424	1047894			
1.424	1047911			
1.424	1047928			
1.424	1047944			
1.424	1047961			
1.424	1047977			
1.488	1047994			
1.424	1048011			
1.488	1048027			
1.424	1048044			
1.488	1048061			
1.424	1048077			
1.424	1048094			
1.424	1048111			
1.424	1048127			
1.424	1048144			
1.424	1048161			
1.553	1048177			
1.359	1048194			
1.424	1048210			
1.424	1048227			
1.424	1048244			
1.424	1048260			
1.424	1048277			
1.424	1048294			
1.424	1048310			
1.424	1048327			
1.424	1048344			
1.488	1048360			
1.424	1048377			
1.424	1048393			
1.424	1048410			
1.424	1048427			
1.424	1048443			
1.424	1048460			
1.424	1048477			
1.424	1048493			
1.488	1048510			
1.424	1048527			
1.424	1048543			
1.424	1048560			
1.488	1048577			
1.424	1048593			
1.424	1048610			
1.553	1048626			
1.424	1048643			
1.424	1048660			
1.424	1048676			
1.618	1048693			
1.424	1048710			
1.424	1048726			
1.424	1048743			
1.424	1048760			
1.359	1048776			
1.424	1048793			
1.424	1048809			
1.424	1048826			
1.424	1048843			
1.424	1048859			
1.424	1048876			
1.424	1048893			
1.424	1048909			
1.424	1048926			
1.424	1048943			
1.424	1048959			
1.488	1048976			
1.424	1048993			
1.424	1049009			
1.424	1049026			
1.424	1049042			
1.424	1049059			
1.424	1049076			
1.424	1049092			
1.424	1049109			
1.424	1049126			
1.424	1049142			
1.359	1049159			
1.424	1049176			
1.424	1049192			
1.424	1049209			
1.424	1049225			
1.682	1049242			
1.424	1049259			
1.488	1049275			
1.424	1049292			
1.424	1049309			
1.424	1049325			
1.424	1049342			
1.424	1049359			
1.424	1049375			
1.553	1049392			
1.424	1049409			
1.424	1049425			
1.424	1049442			
1.424	1049458			
1.424	1049475			
1.424	1049492			
1.424	1049508			
1.424	1049525			
1.424	1049542			
1.424	1049558			
1.424	1049575			
1.424	1049592			
1.424	1049608			
1.424	1049625			
1.424	1049641			
1.424	1049658			
1.424	1049675			
1.424	1049691			
1.424	1049708			
1.424	1049725			
1.424	1049741			
1.424	1049758			
1.424	1049775			
1.424	1049791			
1.424	1049808			
1.424	1049825			
1.488	1049841			
1.424	1049858			
1.424	1049874			
1.424	1049891			
1.424	1049908			
1.488	1049924			
1.488	1049941			
1.424	1049958			
1.424	1049974			
1.424	1049991			
1.488	1050008			
1.424	1050024			
1.424	1050041			
1.488	1050057			
1.424	1050074			
1.424	1050091			
1.424	1050107			
1.424	1050124			
1.424	1050141			
1.424	1050157			
1.488	1050174			
1.424	1050191			
1.553	1050207			
1.424	1050224			
1.424	1050241			
1.424	1050257			
1.424	1050274			
1.424	1050290			
1.424	1050307			
1.424	1050324			
1.424	1050340			
1.424	1050357			
1.424	1050374			
1.488	1050390			
1.424	1050407			
1.488	1050424			
1.424	1050440			
1.424	1050457			
1.424	1050473			
1.424	1050490			
1.424	1050507			
1.424	1050523			
1.488	1050540			
1.424	1050557			
1.424	1050573			
1.424	1050590			
1.424	1050607			
1.424	1050623			
1.424	1050640			
1.424	1050657			
1.424	1050673			
1.424	1050690			
1.488	1050706			
1.359	1050723			
1.424	1050740			
1.424	1050756			
1.424	1050773			
1.424	1050790			
1.424	1050806			
1.424	1050823			
1.424	1050840			
1.424	1050856			
1.424	1050873			
1.424	1050889			
1.424	1050906			
1.424	1050923			
1.424	1050939			
1.424	1050956			
1.424	1050973			
1.424	1050989			
1.424	1051006			
1.424	1051023			
1.424	1051039			
1.424	1051056			
1.424	1051073			
1.424	1051089			
1.488	1051106			
1.359	1051122			
1.424	1051139			
1.424	1051156			
1.424	1051172			
1.424	1051189			
1.553	1051206			
1.424	1051222			
1.424	1051239			
